data,temperatura,umidade,preciptacao,idade
Mar/19,24.885432816537467,72.70833333333334,5.100000000000002,6
Abr/19,25.745858540028234,75.39399324460577,13.912499999999996,6
Mai/19,24.76049654706431,70.3652198997174,2.8651216802912143,6
Jun/19,23.02829861111111,60.900231481481484,0.0,6
Jul/19,21.81298858288809,55.22665302120001,0.0,6
Ago/19,24.15263353238371,52.364534149373746,1.179310344827586,6
Set/19,27.393934336530677,45.20630064986486,9.193954545454545,6
Out/19,28.228174137187686,49.33919131096038,2.9593195817569224,18
Nov/19,27.713629379349086,62.83379934337927,6.872100023830547,18
Dez/19,26.633151467501364,69.75657737718237,8.300247743773088,18
