,individuo_id,progenie,cap,altura,dap,volume,ima,resistente
61,386,4,3.8,2.0,1.2096,0.000103,0.22982,1
62,613,4,6.9,3.35,2.1963,0.000571,1.269209,1
63,777,4,3.5,2.6,1.1141,0.000114,0.253454,1
64,1038,4,6.6,3.25,2.1008,0.000507,1.126578,1
65,1132,4,5.3,2.55,1.687,0.000257,0.570009,1
66,1323,4,7.3,3.5,2.3237,0.000668,1.484239,1
67,1758,4,5.1,2.9,1.6234,0.00027,0.600245,1
68,1816,4,3.0,2.25,0.9549,7.3e-05,0.161144,1
69,2015,4,3.0,1.95,0.9549,6.3e-05,0.139658,1
70,2229,4,6.4,3.2,2.0372,0.000469,1.043038,1
71,2611,4,0.8,1.38,0.2546,3e-06,0.007028,1
72,2814,4,3.9,2.85,1.2414,0.000155,0.344956,1
73,2920,4,4.7,2.55,1.4961,0.000202,0.448256,1
74,3126,4,3.8,2.3,1.2096,0.000119,0.264293,1
75,3481,4,4.2,2.5,1.3369,0.000158,0.350937,1
76,3667,4,3.8,2.25,1.2096,0.000116,0.258547,1
77,3948,4,4.5,2.5,1.4324,0.000181,0.402861,1
78,4011,4,1.0,1.3,0.3183,5e-06,0.010345,1
79,4362,4,2.1,1.8,0.6685,2.8e-05,0.063169,1
80,5,5,5.5,2.95,1.7507,0.00032,0.710129,1
81,439,5,4.8,2.55,1.5279,0.00021,0.467534,1
82,460,5,3.9,2.2,1.2414,0.00012,0.266282,1
83,761,5,7.6,3.25,2.4192,0.000672,1.493828,1
84,905,5,7.6,3.3,2.4192,0.000683,1.51681,1
85,1174,5,5.4,3.25,1.7189,0.000339,0.754156,1
86,1359,5,6.1,2.95,1.9417,0.000393,0.873518,1
87,1725,5,5.3,3.2,1.687,0.000322,0.715306,1
88,1848,5,6.7,3.5,2.1327,0.000563,1.250281,1
89,1984,5,3.7,2.2,1.1777,0.000108,0.239671,1
90,2366,5,4.9,2.5,1.5597,0.000215,0.477664,1
91,2505,5,4.4,2.55,1.4006,0.000177,0.392858,1
92,2858,5,2.7,2.25,0.8594,5.9e-05,0.130527,1
93,2992,5,6.0,3.2,1.9099,0.000413,0.916732,1
94,3222,5,3.9,2.7,1.2414,0.000147,0.326801,1
95,3370,5,5.3,2.35,1.687,0.000236,0.525303,1
96,3609,5,4.3,2.25,1.3687,0.000149,0.331062,1
97,3756,5,5.5,2.55,1.7507,0.000276,0.613841,1
98,4079,5,2.7,2.0,0.8594,5.2e-05,0.116024,1
99,4228,5,2.6,2.0,0.8276,4.8e-05,0.107589,1
100,6,6,4.3,2.5,1.3687,0.000166,0.367847,1
101,327,6,5.7,2.95,1.8144,0.000343,0.762714,1
102,584,6,1.5,1.55,0.4775,1.2e-05,0.027753,1
103,667,6,8.3,3.9,2.642,0.000962,2.138016,1
104,956,6,8.1,3.5,2.5783,0.000822,1.827377,1
105,1152,6,6.7,2.5,2.1327,0.000402,0.893058,1
106,1374,6,2.2,1.75,0.7003,3e-05,0.067402,1
107,1719,6,6.9,2.75,2.1963,0.000469,1.041888,1
108,1853,6,6.5,3.6,2.069,0.000545,1.210373,1
109,2187,6,3.4,2.22,1.0823,9.2e-05,0.204221,1
110,2413,6,2.9,2.0,0.9231,6e-05,0.133849,1
111,2464,6,3.1,2.0,0.9868,6.9e-05,0.152948,1
112,2804,6,3.8,2.5,1.2096,0.000129,0.287275,1
113,2882,6,4.5,2.3,1.4324,0.000167,0.370632,1
114,3130,6,5.2,2.75,1.6552,0.000266,0.591738,1
115,3398,6,1.3,1.5,0.4138,9e-06,0.020173,1
116,3716,6,4.8,2.75,1.5279,0.000227,0.504203,1
117,3932,6,5.1,2.5,1.6234,0.000233,0.517453,1
118,3981,6,2.3,2.0,0.7321,3.8e-05,0.084193,1
119,4291,6,4.0,2.25,1.2732,0.000129,0.286479,1
120,7,7,4.7,2.25,1.4961,0.000178,0.39552,1
121,419,7,8.6,4.0,2.7375,0.001059,2.35422,1
122,449,7,9.6,4.45,3.0558,0.001469,3.263568,1
123,736,7,7.8,3.25,2.4828,0.000708,1.573485,1
124,899,7,5.4,2.72,1.7189,0.000284,0.63117,1
125,1239,7,8.2,3.65,2.6101,0.000879,1.953038,1
126,1444,7,10.3,3.75,3.2786,0.001425,3.16589,1
127,1544,7,3.3,2.5,1.0504,9.7e-05,0.21665,1
128,1968,7,8.6,3.25,2.7375,0.000861,1.912804,1
129,2108,7,9.1,3.75,2.8966,0.001112,2.471179,1
130,2373,7,5.9,2.7,1.878,0.000337,0.747925,1
131,2608,7,7.4,3.6,2.3555,0.000706,1.568758,1
132,2738,7,4.5,2.6,1.4324,0.000189,0.418975,1
133,2997,7,7.0,3.3,2.2282,0.000579,1.286768,1
134,3241,7,9.0,3.3,2.8648,0.000957,2.127106,1
135,3335,7,6.9,2.75,2.1963,0.000469,1.041888,1
136,3562,7,4.7,2.55,1.4961,0.000202,0.448256,1
137,3762,7,6.5,3.3,2.069,0.000499,1.109509,1
138,4175,7,6.0,2.8,1.9099,0.000361,0.802141,1
139,4214,7,1.1,1.5,0.3501,6e-06,0.014443,1
140,8,8,7.0,3.5,2.2282,0.000614,1.364754,1
141,332,8,6.9,2.75,2.1963,0.000469,1.041888,1
142,483,8,7.6,3.75,2.4192,0.000776,1.723648,1
143,820,8,2.2,2.02,0.7003,3.5e-05,0.077801,1
144,941,8,7.3,3.5,2.3237,0.000668,1.484239,1
145,1238,8,5.1,2.75,1.6234,0.000256,0.569198,1
146,1455,8,10.2,4.1,3.2468,0.001528,3.394488,1
147,1552,8,7.5,3.0,2.3873,0.000604,1.34287,1
148,1790,8,7.2,3.25,2.2918,0.000603,1.340721,1
149,2167,8,7.8,3.5,2.4828,0.000763,1.694523,1
150,2328,8,2.3,2.0,0.7321,3.8e-05,0.084193,1
151,2522,8,3.8,2.5,1.2096,0.000129,0.287275,1
152,2678,8,4.5,2.25,1.4324,0.000163,0.362575,1
153,2948,8,5.1,2.5,1.6234,0.000233,0.517453,1
154,3165,8,6.3,3.15,2.0054,0.000448,0.994905,1
155,3317,8,4.7,2.65,1.4961,0.00021,0.465835,1
156,3724,8,7.5,3.75,2.3873,0.000755,1.678587,1
157,3742,8,3.2,2.1,1.0186,7.7e-05,0.171123,1
158,4081,8,7.5,3.5,2.3873,0.000705,1.566681,1
159,4390,8,5.1,2.75,1.6234,0.000256,0.569198,1
160,9,9,,1.15,,,,0
161,362,9,3.5,2.75,1.1141,0.000121,0.268077,1
162,642,9,5.3,2.75,1.687,0.000277,0.614716,1
163,666,9,7.9,3.84,2.5146,0.000858,1.907109,1
164,881,9,7.6,3.25,2.4192,0.000672,1.493828,1
165,1124,9,,,,,,0
166,1328,9,7.0,3.0,2.2282,0.000526,1.169789,1
167,1637,9,9.1,3.7,2.8966,0.001097,2.43823,1
168,1817,9,11.3,4.0,3.5969,0.001829,4.064499,1
169,2161,9,7.9,3.75,2.5146,0.000838,1.862411,1
170,2320,9,3.7,2.2,1.1777,0.000108,0.239671,1
171,2465,9,5.8,3.0,1.8462,0.000361,0.803096,1
172,2771,9,7.5,3.55,2.3873,0.000715,1.589063,1
173,2914,9,4.1,2.25,1.3051,0.000135,0.300982,1
174,3109,9,9.9,3.95,3.1513,0.001386,3.080758,1
175,3459,9,4.1,2.1,1.3051,0.000126,0.280916,1
176,3641,9,4.2,2.5,1.3369,0.000158,0.350937,1
177,3864,9,4.7,2.5,1.4961,0.000198,0.439467,1
178,4156,9,8.0,3.25,2.5465,0.000745,1.655211,1
179,4367,9,7.5,3.2,2.3873,0.000645,1.432394,1
180,10,10,7.3,3.15,2.3237,0.000601,1.335815,1
181,299,10,10.6,4.68,3.3741,0.001883,4.18454,1
182,478,10,7.6,3.3,2.4192,0.000683,1.51681,1
183,821,10,5.5,2.65,1.7507,0.000287,0.637913,1
184,1052,10,6.9,3.0,2.1963,0.000511,1.136605,1
185,1202,10,5.2,2.5,1.6552,0.000242,0.537944,1
186,1361,10,9.2,3.25,2.9285,0.000985,2.189017,1
187,1743,10,8.2,3.3,2.6101,0.000795,1.76576,1
188,1852,10,6.1,3.0,1.9417,0.0004,0.888323,1
189,1995,10,8.0,3.5,2.5465,0.000802,1.782535,1
190,2326,10,8.0,2.5,2.5465,0.000573,1.27324,1
191,2449,10,9.4,3.6,2.9921,0.001139,2.531328,1
192,2793,10,5.4,2.4,1.7189,0.000251,0.556915,1
193,3044,10,9.1,3.9,2.8966,0.001157,2.570026,1
194,3173,10,2.8,1.75,0.8913,4.9e-05,0.10918,1
195,3465,10,7.6,3.5,2.4192,0.000724,1.608738,1
196,3661,10,3.0,2.25,0.9549,7.3e-05,0.161144,1
197,3909,10,1.5,1.5,0.4775,1.2e-05,0.026857,1
198,4094,10,5.7,2.9,1.8144,0.000337,0.749787,1
199,4192,10,4.2,2.15,1.3369,0.000136,0.301806,1
200,11,11,6.2,3.0,1.9735,0.000413,0.917687,1
201,253,11,,0.8,,,,0
202,524,11,6.0,3.0,1.9099,0.000387,0.859437,1
203,669,11,7.6,3.5,2.4192,0.000724,1.608738,1
204,1043,11,5.6,3.0,1.7825,0.000337,0.748665,1
205,1227,11,5.7,3.0,1.8144,0.000349,0.775642,1
206,1510,11,7.0,3.5,2.2282,0.000614,1.364754,1
207,1656,11,7.0,3.05,2.2282,0.000535,1.189285,1
208,1858,11,,,,,,0
209,2195,11,8.7,4.05,2.7693,0.001098,2.439404,1
210,2260,11,5.0,2.8,1.5915,0.000251,0.557042,1
211,2461,11,,1.2,,,,0
212,2824,11,5.4,3.0,1.7189,0.000313,0.696144,1
213,3015,11,7.7,2.75,2.451,0.000584,1.297491,1
214,3215,11,3.4,2.25,1.0823,9.3e-05,0.206981,1
215,3353,11,6.2,3.1,1.9735,0.000427,0.948277,1
216,3730,11,5.8,3.05,1.8462,0.000367,0.816481,1
217,3850,11,6.5,3.05,2.069,0.000461,1.025455,1
218,3992,11,3.9,2.5,1.2414,0.000136,0.302593,1
219,4386,11,4.5,2.6,1.4324,0.000189,0.418975,1
220,12,12,7.5,3.65,2.3873,0.000735,1.633825,1
221,416,12,8.6,3.4,2.7375,0.0009,2.001087,1
222,622,12,5.0,3.0,1.5915,0.000269,0.596831,1
223,745,12,9.6,4.0,3.0558,0.00132,2.933544,1
224,1022,12,5.6,3.5,1.7825,0.000393,0.873442,1
225,1320,12,6.0,2.6,1.9099,0.000335,0.744845,1
226,1452,12,5.6,3.25,1.7825,0.000365,0.811054,1
227,1642,12,4.6,2.73,1.4642,0.000207,0.459694,1
228,1874,12,0.6,1.35,0.191,2e-06,0.003867,1
229,2191,12,4.7,2.65,1.4961,0.00021,0.465835,1
230,2255,12,3.8,2.3,1.2096,0.000119,0.264293,1
231,2428,12,3.0,1.85,0.9549,6e-05,0.132496,1
232,2859,12,3.5,2.15,1.1141,9.4e-05,0.209587,1
233,2940,12,3.5,2.2,1.1141,9.7e-05,0.214461,1
234,3277,12,6.1,3.35,1.9417,0.000446,0.991961,1
235,3468,12,4.4,2.75,1.4006,0.000191,0.42367,1
236,3728,12,5.5,2.5,1.7507,0.000271,0.601805,1
237,3900,12,6.6,3.0,2.1008,0.000468,1.039918,1
238,4172,12,5.0,2.5,1.5915,0.000224,0.497359,1
239,4187,12,2.4,1.9,0.7639,3.9e-05,0.08709,1
240,13,13,7.5,3.75,2.3873,0.000755,1.678587,1
241,376,13,6.4,3.5,2.0372,0.000513,1.140823,1
242,554,13,3.5,2.5,1.1141,0.00011,0.243706,1
243,818,13,,,,,,0
244,1076,13,,,,,,0
245,1201,13,6.3,3.75,2.0054,0.000533,1.184411,1
246,1523,13,5.1,3.0,1.6234,0.000279,0.620943,1
247,1625,13,6.2,3.2,1.9735,0.00044,0.978867,1
248,1936,13,5.0,3.3,1.5915,0.000295,0.656514,1
249,2027,13,,,,,,0
250,2321,13,6.4,3.3,2.0372,0.000484,1.075633,1
251,2516,13,6.8,3.72,2.1645,0.000616,1.368834,1
252,2688,13,5.7,3.1,1.8144,0.000361,0.801496,1
253,3001,13,6.9,3.7,2.1963,0.000631,1.401813,1
254,3090,13,6.0,3.5,1.9099,0.000451,1.002676,1
255,3519,13,2.2,1.8,0.7003,3.1e-05,0.069328,1
256,3712,13,6.0,3.65,1.9099,0.000471,1.045648,1
257,3744,13,6.4,3.5,2.0372,0.000513,1.140823,1
258,3997,13,4.8,3.0,1.5279,0.000248,0.550039,1
259,4256,13,6.0,2.7,1.9099,0.000348,0.773493,1
260,14,14,4.5,2.7,1.4324,0.000196,0.43509,1
261,393,14,10.1,3.75,3.2149,0.00137,3.044137,1
262,516,14,7.4,3.4,2.3555,0.000667,1.481605,1
263,691,14,7.0,3.45,2.2282,0.000605,1.345257,1
264,1017,14,8.6,3.75,2.7375,0.000993,2.207081,1
265,1181,14,7.0,3.3,2.2282,0.000579,1.286768,1
266,1519,14,7.3,3.3,2.3237,0.00063,1.399426,1
267,1621,14,8.3,3.45,2.642,0.000851,1.891322,1
268,1784,14,,,,,,0
269,2115,14,5.2,2.75,1.6552,0.000266,0.591738,1
270,2232,14,7.0,3.2,2.2282,0.000561,1.247775,1
271,2436,14,5.3,2.55,1.687,0.000257,0.570009,1
272,2713,14,7.1,3.25,2.26,0.000587,1.303738,1
273,2906,14,5.1,2.5,1.6234,0.000233,0.517453,1
274,3082,14,5.0,2.5,1.5915,0.000224,0.497359,1
275,3441,14,6.6,3.05,2.1008,0.000476,1.05725,1
276,3686,14,6.8,3.25,2.1645,0.000538,1.19589,1
277,3821,14,9.2,3.4,2.9285,0.001031,2.290049,1
278,4012,14,6.0,3.3,1.9099,0.000425,0.94538,1
279,4267,14,4.5,2.3,1.4324,0.000167,0.370632,1
280,15,15,9.0,3.25,2.8648,0.000943,2.094877,1
281,241,15,10.0,4.0,3.1831,0.001432,3.183099,1
282,609,15,7.4,3.25,2.3555,0.000637,1.41624,1
283,662,15,5.9,3.07,1.878,0.000383,0.850418,1
284,1025,15,5.9,3.0,1.878,0.000374,0.831028,1
285,1296,15,5.6,3.3,1.7825,0.000371,0.823531,1
286,1391,15,8.5,3.75,2.7056,0.00097,2.156052,1
287,1698,15,5.5,2.25,1.7507,0.000244,0.541624,1
288,1807,15,3.0,1.9,0.9549,6.1e-05,0.136077,1
289,2048,15,7.1,3.5,2.26,0.000632,1.404025,1
290,2309,15,8.0,3.55,2.5465,0.000814,1.808,1
291,2612,15,5.5,2.7,1.7507,0.000292,0.649949,1
292,2764,15,5.4,3.0,1.7189,0.000313,0.696144,1
293,2915,15,6.0,2.7,1.9099,0.000348,0.773493,1
294,3258,15,5.5,2.75,1.7507,0.000298,0.661985,1
295,3340,15,5.5,3.2,1.7507,0.000347,0.77031,1
296,3634,15,2.6,2.1,0.8276,5.1e-05,0.112968,1
297,3761,15,7.4,3.45,2.3555,0.000677,1.503394,1
298,4148,15,5.3,2.55,1.687,0.000257,0.570009,1
299,4282,15,6.0,2.75,1.9099,0.000355,0.787817,1
300,16,16,5.9,3.0,1.878,0.000374,0.831028,1
301,316,16,5.1,2.45,1.6234,0.000228,0.507103,1
302,619,16,9.8,4.0,3.1194,0.001376,3.057048,1
303,675,16,4.7,2.78,1.4961,0.00022,0.488687,1
304,1011,16,3.7,2.6,1.1777,0.000127,0.283248,1
305,1279,16,6.6,3.25,2.1008,0.000507,1.126578,1
306,1362,16,9.3,4.0,2.9603,0.001239,2.753062,1
307,1629,16,9.5,4.0,3.0239,0.001293,2.872747,1
308,1819,16,7.6,3.7,2.4192,0.000765,1.700666,1
309,2086,16,6.1,2.9,1.9417,0.000386,0.858713,1
310,2394,16,7.1,3.5,2.26,0.000632,1.404025,1
311,2531,16,4.0,2.7,1.2732,0.000155,0.343775,1
312,2844,16,7.5,3.3,2.3873,0.000665,1.477157,1
313,2978,16,7.0,3.5,2.2282,0.000614,1.364754,1
314,3234,16,4.3,2.35,1.3687,0.000156,0.345776,1
315,3431,16,4.4,2.75,1.4006,0.000191,0.42367,1
316,3652,16,5.9,2.5,1.878,0.000312,0.692523,1
317,3894,16,8.5,3.5,2.7056,0.000906,2.012315,1
318,4072,16,4.3,2.75,1.3687,0.000182,0.404632,1
319,4316,16,1.5,1.55,0.4775,1.2e-05,0.027753,1
320,17,17,10.0,4.0,3.1831,0.001432,3.183099,1
321,336,17,6.9,3.25,2.1963,0.000554,1.231322,1
322,580,17,3.2,2.35,1.0186,8.6e-05,0.191495,1
323,866,17,7.8,3.5,2.4828,0.000763,1.694523,1
324,984,17,12.2,3.5,3.8834,0.001865,4.145509,1
325,1194,17,10.9,4.25,3.4696,0.001808,4.018205,1
326,1413,17,3.6,2.25,1.1459,0.000104,0.232048,1
327,1702,17,10.7,4.0,3.4059,0.00164,3.64433,1
328,1826,17,8.8,3.25,2.8011,0.000901,2.002806,1
329,2178,17,9.0,3.5,2.8648,0.001015,2.256021,1
330,2274,17,7.5,3.7,2.3873,0.000745,1.656206,1
331,2603,17,6.0,3.5,1.9099,0.000451,1.002676,1
332,2686,17,6.0,2.75,1.9099,0.000355,0.787817,1
333,2972,17,,0.9,,,,0
334,3267,17,6.6,3.2,2.1008,0.000499,1.109246,1
335,3425,17,3.2,2.25,1.0186,8.3e-05,0.183346,1
336,3735,17,4.8,2.4,1.5279,0.000198,0.440032,1
337,3935,17,6.3,3.3,2.0054,0.000469,1.042282,1
338,4122,17,8.0,3.4,2.5465,0.000779,1.731606,1
339,4193,17,3.5,2.2,1.1141,9.7e-05,0.214461,1
340,18,18,4.0,2.1,1.2732,0.00012,0.26738,1
341,309,18,,1.0,,,,0
342,518,18,5.2,2.5,1.6552,0.000242,0.537944,1
343,826,18,6.5,3.65,2.069,0.000552,1.227184,1
344,1089,18,8.3,3.25,2.642,0.000802,1.78168,1
345,1307,18,4.4,4.0,1.4006,0.000277,0.616248,1
346,1384,18,7.5,3.25,2.3873,0.000655,1.454776,1
347,1705,18,3.7,2.25,1.1777,0.00011,0.245119,1
348,1762,18,3.0,2.45,0.9549,7.9e-05,0.175468,1
349,2090,18,4.3,2.05,1.3687,0.000136,0.301634,1
350,2300,18,3.2,2.25,1.0186,8.3e-05,0.183346,1
351,2500,18,4.3,2.65,1.3687,0.000175,0.389918,1
352,2848,18,5.3,2.8,1.687,0.000282,0.625893,1
353,3036,18,5.4,3.0,1.7189,0.000313,0.696144,1
354,3189,18,4.9,2.9,1.5597,0.000249,0.55409,1
355,3390,18,,1.25,,,,0
356,3694,18,7.4,3.25,2.3555,0.000637,1.41624,1
357,3960,18,5.3,2.55,1.687,0.000257,0.570009,1
358,3993,18,4.6,2.5,1.4642,0.000189,0.420965,1
359,4208,18,8.4,3.5,2.6738,0.000884,1.965245,1
360,19,19,6.3,2.8,2.0054,0.000398,0.88436,1
361,223,19,6.3,3.1,2.0054,0.000441,0.979113,1
362,461,19,,,,,,0
363,806,19,1.8,1.82,0.573,2.1e-05,0.046925,1
364,986,19,9.7,3.52,3.0876,0.001186,2.63558,1
365,1254,19,5.9,2.75,1.878,0.000343,0.761775,1
366,1325,19,2.3,2.0,0.7321,3.8e-05,0.084193,1
367,1589,19,6.1,3.0,1.9417,0.0004,0.888323,1
368,1964,19,6.8,3.25,2.1645,0.000538,1.19589,1
369,2180,19,6.3,3.75,2.0054,0.000533,1.184411,1
370,2340,19,3.8,2.25,1.2096,0.000116,0.258547,1
371,2521,19,5.3,2.75,1.687,0.000277,0.614716,1
372,2746,19,4.4,2.4,1.4006,0.000166,0.369749,1
373,3031,19,5.5,2.8,1.7507,0.000303,0.674021,1
374,3286,19,2.7,2.0,0.8594,5.2e-05,0.116024,1
375,3485,19,5.5,2.45,1.7507,0.000265,0.589769,1
376,3722,19,6.5,2.9,2.069,0.000439,0.975023,1
377,3947,19,2.8,1.9,0.8913,5.3e-05,0.118539,1
378,4112,19,2.0,1.75,0.6366,2.5e-05,0.055704,1
379,4319,19,3.8,2.0,1.2096,0.000103,0.22982,1
380,20,20,7.0,3.4,2.2282,0.000597,1.325761,1
381,225,20,6.0,2.75,1.9099,0.000355,0.787817,1
382,589,20,8.4,3.1,2.6738,0.000783,1.740646,1
383,694,20,7.0,3.5,2.2282,0.000614,1.364754,1
384,1030,20,6.0,2.8,1.9099,0.000361,0.802141,1
385,1140,20,7.4,3.25,2.3555,0.000637,1.41624,1
386,1502,20,9.3,3.75,2.9603,0.001161,2.580996,1
387,1740,20,8.3,2.7,2.642,0.000666,1.480165,1
388,1917,20,9.0,3.3,2.8648,0.000957,2.127106,1
389,2036,20,8.2,3.0,2.6101,0.000722,1.605237,1
390,2419,20,5.1,2.7,1.6234,0.000251,0.558849,1
391,2490,20,6.0,3.0,1.9099,0.000387,0.859437,1
392,2773,20,7.9,3.0,2.5146,0.00067,1.489929,1
393,2943,20,3.6,1.85,1.1459,8.6e-05,0.190795,1
394,3174,20,7.6,3.25,2.4192,0.000672,1.493828,1
395,3355,20,9.1,3.7,2.8966,0.001097,2.43823,1
396,3556,20,5.7,3.2,1.8144,0.000372,0.827351,1
397,3772,20,7.5,3.05,2.3873,0.000614,1.365251,1
398,4101,20,7.5,2.75,2.3873,0.000554,1.230964,1
399,4384,20,7.9,3.4,2.5146,0.00076,1.688586,1
400,21,21,6.6,2.9,2.1008,0.000452,1.005254,1
401,252,21,7.6,2.8,2.4192,0.000579,1.286991,1
402,628,21,7.2,3.3,2.2918,0.000613,1.361348,1
403,857,21,7.0,3.8,2.2282,0.000667,1.481733,1
404,1003,21,5.7,2.8,1.8144,0.000326,0.723932,1
405,1223,21,4.6,2.45,1.4642,0.000186,0.412546,1
406,1451,21,6.7,3.1,2.1327,0.000498,1.107392,1
407,1659,21,6.9,3.05,2.1963,0.00052,1.155548,1
408,1833,21,8.4,3.25,2.6738,0.000821,1.824871,1
409,2054,21,7.8,3.95,2.4828,0.000861,1.91239,1
410,2268,21,7.0,2.8,2.2282,0.000491,1.091803,1
411,2526,21,6.4,3.25,2.0372,0.000477,1.059335,1
412,2715,21,6.0,2.6,1.9099,0.000335,0.744845,1
413,2989,21,7.4,3.0,2.3555,0.000588,1.307299,1
414,3217,21,4.4,1.9,1.4006,0.000132,0.292718,1
415,3364,21,4.9,2.0,1.5597,0.000172,0.382131,1
416,3670,21,5.8,3.0,1.8462,0.000361,0.803096,1
417,3861,21,3.5,1.8,1.1141,7.9e-05,0.175468,1
418,4029,21,6.3,3.2,2.0054,0.000455,1.010698,1
419,4248,21,9.0,3.35,2.8648,0.000972,2.159335,1
420,22,22,8.4,3.75,2.6738,0.000948,2.10562,1
421,360,22,5.6,2.8,1.7825,0.000314,0.698754,1
422,450,22,6.0,3.1,1.9099,0.0004,0.888085,1
423,877,22,8.7,3.75,2.7693,0.001016,2.258707,1
424,906,22,6.4,3.05,2.0372,0.000447,0.994145,1
425,1245,22,7.1,3.2,2.26,0.000578,1.28368,1
426,1370,22,4.7,2.35,1.4961,0.000186,0.413099,1
427,1660,22,7.4,3.0,2.3555,0.000588,1.307299,1
428,1793,22,10.0,3.8,3.1831,0.001361,3.023944,1
429,2016,22,6.8,2.95,2.1645,0.000488,1.0855,1
430,2298,22,3.8,2.4,1.2096,0.000124,0.275784,1
431,2551,22,6.7,3.25,2.1327,0.000522,1.160976,1
432,2823,22,6.8,2.3,2.1645,0.000381,0.846322,1
433,2863,22,7.6,3.5,2.4192,0.000724,1.608738,1
434,3186,22,7.7,3.25,2.451,0.00069,1.533398,1
435,3504,22,3.5,2.0,1.1141,8.8e-05,0.194965,1
436,3662,22,4.5,2.2,1.4324,0.00016,0.354518,1
437,3804,22,2.3,1.95,0.7321,3.7e-05,0.082088,1
438,4018,22,5.3,2.5,1.687,0.000251,0.558833,1
439,4355,22,6.7,3.25,2.1327,0.000522,1.160976,1
440,23,23,5.0,2.65,1.5915,0.000237,0.527201,1
441,303,23,4.5,2.75,1.4324,0.000199,0.443147,1
442,491,23,7.5,3.3,2.3873,0.000665,1.477157,1
443,709,23,4.4,2.6,1.4006,0.00018,0.400561,1
444,1007,23,4.8,2.75,1.5279,0.000227,0.504203,1
