individuo_id,progenie,cap,altura,dap,volume,ima,resistente
2812,3,33.68278,12.6,10.727,0.0512,18.9788,1
2861,3,32.483614,12.7,10.3451,0.048,17.7914,1
3240,3,,,,,,0
3436,3,,,,,,0
3626,3,,,,,,0
3940,3,34.28252,13.5,10.918,0.0569,21.065,1
4031,3,36.98135,13.7,11.7775,0.0672,24.875,1
4222,3,,,,,,0
4,4,,,,,,0
386,4,,,,,,0
613,4,,,,,,0
777,4,,,,,,0
1038,4,,,,,,0
1132,4,,,,,,0
1323,4,,,,,,0
1758,4,,,,,,0
1816,4,,,,,,0
2015,4,,,,,,0
2229,4,,,,,,0
2611,4,,,,,,0
2814,4,,,,,,0
2920,4,,,,,,0
3126,4,,,,,,0
3481,4,,,,,,0
3667,4,,,,,,0
3948,4,,,,,,0
4011,4,,,,,,0
4362,4,33.98265,13.7,10.8225,0.0567,21.0047,1
5,5,,,,,,0
439,5,,,,,,0
460,5,,,,,,0
761,5,,,,,,0
905,5,,,,,,0
1174,5,,,,,,0
1359,5,,,,,,0
1725,5,,,,,,0
1848,5,,,,,,0
1984,5,35.482,9.8,11.3,0.0442,16.3803,1
2366,5,,,,,,0
2505,5,,,,,,0
2858,5,32.483614,12.8,10.3451,0.0484,17.9315,1
2992,5,,,,,,0
3222,5,,,,,,0
3370,5,,,,,,0
3609,5,,,,,,0
3756,5,,,,,,0
4079,5,,,,,,0
4228,5,,,,,,0
6,6,34.982112,13.2,11.1408,0.0579,21.4461,1
327,6,,,,,,0
584,6,,,,,,0
667,6,42.678252,13.5,13.5918,0.0881,32.6459,1
956,6,,,,,,0
1152,6,43.977584,14.4,14.0056,0.0998,36.9749,1
1374,6,,,,,,0
1719,6,,,,,,0
1853,6,,,,,,0
2187,6,,,,,,0
2413,6,,,,,,0
2464,6,,,,,,0
2804,6,,,,,,0
2882,6,,,,,,0
3130,6,,,,,,0
3398,6,,,,,,0
3716,6,,,,,,0
3932,6,,,,,,0
3981,6,34.482538,13.7,10.9817,0.0584,21.6271,1
4291,6,29.385062,11.2,9.3583,0.0347,12.8396,1
7,7,31.883874,12.2,10.1541,0.0445,16.4657,1
419,7,,,,,,0
449,7,32.483614,13.2,10.3451,0.0499,18.4918,1
736,7,,,,,,0
899,7,,,,,,0
1239,7,37.181054,11.1,11.8411,0.055,20.3727,1
1444,7,37.980812,14.5,12.0958,0.075,27.7699,1
1544,7,36.481462,11.2,11.6183,0.0534,19.7899,1
1968,7,,,,,,0
2108,7,38.780256,12.7,12.3504,0.0685,25.3575,1
2373,7,,,,,,0
2608,7,,,,,,0
2738,7,,,,,,0
2997,7,39.580014,16.0,12.6051,0.0898,33.2774,1
3241,7,36.98135,14.1,11.7775,0.0691,25.6013,1
3335,7,35.482,13.0,11.3,0.0587,21.729,1
3562,7,22.48868,11.5,7.162,0.0208,7.7215,1
3762,7,31.683856,13.3,10.0904,0.0479,17.7259,1
4175,7,24.987178,11.3,7.9577,0.0253,9.3669,1
4214,7,,,,,,0
8,8,33.483076,15.1,10.6634,0.0607,22.4753,1
332,8,35.482,11.3,11.3,0.051,18.8875,1
483,8,28.485452,11.4,9.0718,0.0332,12.281,1
820,8,,,,,,0
941,8,36.38161,12.2,11.5865,0.0579,21.4388,1
1238,8,39.479848,13.4,12.5732,0.0749,27.7292,1
1455,8,38.980274,15.9,12.4141,0.0866,32.0749,1
1552,8,37.980812,12.8,12.0958,0.0662,24.5141,1
1790,8,38.980274,1.4,12.4141,0.0076,2.8242,1
2167,8,,,,,,0
2328,8,,,,,,0
2522,8,,,,,,0
2678,8,36.98135,13.5,11.7775,0.0662,24.5119,1
2948,8,,,,,,0
3165,8,,,,,,0
3317,8,23.488142,10.5,7.4803,0.0208,7.6907,1
3724,8,30.48469,14.6,9.7085,0.0486,18.0132,1
3742,8,28.585618,9.9,9.1037,0.029,10.74,1
4081,8,44.67749,13.9,14.2285,0.0995,36.8357,1
4390,8,40.679328,13.4,12.9552,0.0795,29.4396,1
9,9,,,,,,0
362,9,41.479086,15.5,13.2099,0.0956,35.4052,1
642,9,,,,,,0
666,9,47.276154,14.3,15.0561,0.1146,42.4324,1
881,9,39.479848,12.9,12.5732,0.0721,26.6946,1
1124,9,,,,,,0
1328,9,,,,,,0
1637,9,41.97866,12.8,13.369,0.0809,29.9466,1
1817,9,,,,,,0
2161,9,,,,,,0
2320,9,18.990406,10.6,6.0479,0.0137,5.0752,1
2465,9,,,,,,0
2771,9,37.480924,15.0,11.9366,0.0755,27.9765,1
2914,9,,,,,,0
3109,9,41.97866,15.0,13.369,0.0948,35.0937,1
3459,9,,,,,,0
3641,9,34.382686,14.3,10.9499,0.0606,22.4436,1
3864,9,21.988792,6.7,7.0028,0.0116,4.3009,1
4156,9,48.975208,15.0,15.5972,0.129,47.7664,1
4367,9,36.581314,14.4,11.6501,0.0691,25.5837,1
10,10,,,,,,0
299,10,,,,,,0
478,10,39.979736,13.6,12.7324,0.0779,28.8601,1
821,10,,,,,,0
1052,10,,,,,,0
1202,10,26.58638,9.2,8.467,0.0233,8.6336,1
1361,10,22.988254,10.5,7.3211,0.0199,7.3669,1
1743,10,,,,,,0
1852,10,,,,,,0
1995,10,45.676952,11.4,14.5468,0.0853,31.5774,1
2326,10,38.480386,15.6,12.2549,0.0828,30.668,1
2449,10,44.977046,15.3,14.3239,0.1109,41.0918,1
2793,10,38.480386,14.4,12.2549,0.0764,28.3089,1
3044,10,,,,,,0
3173,10,,,,,,0
3465,10,40.079588,13.7,12.7642,0.0789,29.2178,1
3661,10,35.981888,14.4,11.4592,0.0668,24.7518,1
3909,10,,,,,,0
4094,10,41.279068,13.9,13.1462,0.0849,31.4452,1
4192,10,38.980274,15.0,12.4141,0.0817,30.2593,1
11,11,43.377844,14.9,13.8146,0.1005,37.2224,1
253,11,48.975208,14.8,15.5972,0.1272,47.1295,1
524,11,,,,,,0
669,11,45.976822,14.5,14.6423,0.1099,40.6933,1
1043,11,50.474244,15.1,16.0746,0.1379,51.0738,1
1227,11,,,,,,0
1510,11,,,,,,0
1656,11,42.978122,13.2,13.6873,0.0874,32.3705,1
1858,11,,,,,,0
2195,11,,,,,,0
2260,11,,,,,,0
2461,11,32.183744,11.4,10.2496,0.0423,15.6767,1
2824,11,,,,,,0
3015,11,,,,,,0
3215,11,33.98265,14.0,10.8225,0.058,21.4647,1
3353,11,38.480386,13.0,12.2549,0.069,25.5566,1
3730,11,40.77918,15.7,12.987,0.0936,34.6624,1
3850,11,,,,,,0
3992,11,,,,,,0
4386,11,,,,,,0
12,12,,,,,,0
416,12,,,,,,0
622,12,,,,,,0
745,12,,,,,,0
1022,12,,,,,,0
1320,12,,,,,,0
1452,12,,,,,,0
1642,12,,,,,,0
1874,12,22.988254,10.2,7.3211,0.0193,7.1564,1
2191,12,,,,,,0
2255,12,,,,,,0
2428,12,,,,,,0
2859,12,,,,,,0
2940,12,,,,,,0
3277,12,,,,,,0
3468,12,,,,,,0
3728,12,,,,,,0
3900,12,,,,,,0
4172,12,,,,,,0
4187,12,,,,,,0
13,13,,,,,,0
376,13,41.67879,15.1,13.2735,0.094,34.8247,1
554,13,32.483614,11.8,10.3451,0.0446,16.5306,1
818,13,37.980812,13.6,12.0958,0.0703,26.0462,1
1076,13,,,,,,0
1201,13,,,,,,0
1523,13,,,,,,0
1625,13,,,,,,0
1936,13,,,,,,0
2027,13,,,,,,0
2321,13,,,,,,0
2516,13,,,,,,0
2688,13,,,,,,0
3001,13,,,,,,0
3090,13,,,,,,0
3519,13,,,,,,0
3712,13,35.682018,12.2,11.3637,0.0557,20.6222,1
3744,13,,,,,,0
3997,13,,,,,,0
4256,13,45.177064,11.6,14.3876,0.0849,31.4321,1
14,14,,,,,,0
393,14,44.977046,12.7,14.3239,0.0921,34.1089,1
516,14,35.482,15.1,11.3,0.0681,25.239,1
691,14,37.381072,14.7,11.9048,0.0736,27.2709,1
1017,14,38.280682,13.4,12.1913,0.0704,26.07,1
1181,14,,,,,,0
1519,14,35.981888,12.2,11.4592,0.0566,20.9703,1
1621,14,,,,,,0
1784,14,,,,,,0
2115,14,35.482,13.2,11.3,0.0596,22.0633,1
2232,14,22.18881,8.6,7.0665,0.0152,5.6214,1
2436,14,32.583466,11.6,10.3769,0.0441,16.3505,1
2713,14,,,,,,0
2906,14,29.984802,11.5,9.5493,0.0371,13.7271,1
3082,14,37.58109,10.6,11.9685,0.0537,19.8756,1
3441,14,34.482538,13.1,10.9817,0.0558,20.6799,1
3686,14,35.281982,15.5,11.2363,0.0692,25.6165,1
3821,14,,,,,,0
4012,14,43.377844,12.5,13.8146,0.0843,31.2269,1
4267,14,35.78187,13.0,11.3955,0.0597,22.0978,1
15,15,37.980812,12.5,12.0958,0.0646,23.9396,1
241,15,36.481462,12.1,11.6183,0.0577,21.3801,1
609,15,,,,,,0
662,15,34.28252,12.6,10.918,0.0531,19.6606,1
1025,15,34.982112,12.5,11.1408,0.0548,20.3088,1
1296,15,,,,,,0
1391,15,,,,,,0
1698,15,,,,,,0
1807,15,,,,,,0
2048,15,,,,,,0
2309,15,35.981888,13.1,11.4592,0.0608,22.5172,1
2612,15,33.483076,10.3,10.6634,0.0414,15.3308,1
2764,15,,,,,,0
2915,15,38.480386,12.8,12.2549,0.0679,25.1635,1
3258,15,25.487066,9.3,8.1169,0.0217,8.0205,1
3340,15,27.18612,12.0,8.658,0.0318,11.7749,1
3634,15,,,,,,0
3761,15,36.181592,13.5,11.5228,0.0634,23.4633,1
4148,15,33.483076,13.8,10.6634,0.0555,20.5403,1
4282,15,31.983726,12.8,10.1859,0.0469,17.384,1
16,16,43.977584,14.5,14.0056,0.1005,37.2316,1
316,16,49.6748,14.5,15.82,0.1283,47.5028,1
619,16,,,,,,0
675,16,,,,,,0
1011,16,33.483076,11.9,10.6634,0.0478,17.7123,1
1279,16,36.181592,16.5,11.5228,0.0774,28.6774,1
1362,16,44.977046,13.8,14.3239,0.1001,37.0632,1
1629,16,,,,,,0
1819,16,,,,,,0
2086,16,40.079588,12.1,12.7642,0.0697,25.8055,1
2394,16,32.983188,13.0,10.5042,0.0507,18.7763,1
2531,16,25.487066,11.2,8.1169,0.0261,9.6591,1
2844,16,,,,,,0
2978,16,40.479624,13.9,12.8916,0.0816,30.2387,1
3234,16,41.778956,14.4,13.3054,0.0901,33.3698,1
3431,16,35.981888,16.3,11.4592,0.0756,28.0176,1
3652,16,33.183206,16.0,10.5679,0.0632,23.3903,1
3894,16,37.480924,12.6,11.9366,0.0635,23.5002,1
4072,16,31.383986,13.7,9.9949,0.0484,17.9151,1
4316,16,,,,,,0
17,17,45.476934,14.8,14.4831,0.1097,40.6372,1
336,17,38.980274,14.2,12.4141,0.0773,28.6455,1
580,17,,,,,,0
866,17,,,,,,0
984,17,41.778956,11.5,13.3054,0.072,26.6495,1
1194,17,,,,,,0
1413,17,,,,,,0
1702,17,38.680404,12.8,12.3186,0.0686,25.4256,1
1826,17,,,,,,0
2178,17,,,,,,0
2274,17,,,,,,0
2603,17,,,,,,0
2686,17,,,,,,0
2972,17,8.29588,3.9,2.642,0.001,0.3563,1
3267,17,,,,,,0
3425,17,,,,,,0
3735,17,,,,,,0
3935,17,26.986416,7.3,8.5944,0.0191,7.0581,1
4122,17,37.480924,11.2,11.9366,0.0564,20.8891,1
4193,17,,,,,,0
18,18,,,,,,0
309,18,,,,,,0
518,18,,,,,,0
826,18,33.98265,12.2,10.8225,0.0505,18.7049,1
1089,18,,,,,,0
1307,18,36.481462,12.7,11.6183,0.0606,22.4403,1
1384,18,,,,,,0
1705,18,,,,,,0
1762,18,,,,,,0
2090,18,33.183206,10.8,10.5679,0.0426,15.7884,1
2300,18,27.48599,11.2,8.7535,0.0303,11.2337,1
2500,18,,,,,,0
2848,18,,,,,,0
3036,18,,,,,,0
3189,18,,,,,,0
3390,18,,,,,,0
3694,18,,,,,,0
3960,18,,,,,,0
3993,18,,,,,,0
4208,18,39.779718,12.4,12.6687,0.0703,26.0511,1
19,19,41.479086,14.3,13.2099,0.0882,32.6641,1
223,19,37.980812,13.6,12.0958,0.0703,26.0462,1
461,19,,,,,,0
806,19,,,,,,0
986,19,,,,,,0
1254,19,,,,,,0
1325,19,27.48599,10.4,8.7535,0.0282,10.4313,1
1589,19,,,,,,0
1964,19,,,,,,0
2180,19,40.479624,14.0,12.8916,0.0822,30.4563,1
2340,19,,,,,,0
2521,19,,,,,,0
2746,19,,,,,,0
3031,19,,,,,,0
3286,19,,,,,,0
3485,19,,,,,,0
3722,19,44.977046,14.0,14.3239,0.1015,37.6004,1
3947,19,,,,,,0
4112,19,34.58239,14.0,11.0135,0.06,22.229,1
4319,19,18.290814,8.2,5.8251,0.0098,3.6421,1
20,20,39.280144,14.7,12.5096,0.0813,30.1121,1
225,20,33.383224,12.6,10.6316,0.0503,18.6424,1
589,20,41.97866,14.7,13.369,0.0929,34.3918,1
694,20,36.68148,14.5,11.682,0.0699,25.9023,1
1030,20,25.986954,11.5,8.2761,0.0278,10.3106,1
1140,20,33.383224,13.4,10.6316,0.0535,19.8261,1
1502,20,,,,,,0
1740,20,,,,,,0
1917,20,32.483614,9.6,10.3451,0.0363,13.4486,1
2036,20,,,,,,0
2419,20,,,,,,0
2490,20,,,,,,0
2773,20,45.476934,14.8,14.4831,0.1097,40.6372,1
2943,20,,,,,,0
3174,20,31.983726,9.5,10.1859,0.0348,12.9022,1
3355,20,,,,,,0
3556,20,31.484152,13.7,10.0268,0.0487,18.0294,1
3772,20,29.88495,12.5,9.5175,0.04,14.8215,1
4101,20,36.68148,13.5,11.682,0.0651,24.116,1
4384,20,36.881184,15.1,11.7456,0.0736,27.269,1
21,21,32.083578,13.5,10.2177,0.0498,18.4494,1
252,21,24.487604,11.2,7.7986,0.0241,8.9164,1
628,21,,,,,,0
857,21,40.979198,12.9,13.0507,0.0777,28.7605,1
1003,21,31.484152,11.4,10.0268,0.0405,15.0025,1
1223,21,33.483076,12.4,10.6634,0.0498,18.4565,1
1451,21,36.781332,12.2,11.7138,0.0592,21.9126,1
1659,21,39.979736,11.9,12.7324,0.0682,25.2526,1
1833,21,,,,,,0
2054,21,,,,,,0
2268,21,,,,,,0
2526,21,37.381072,11.4,11.9048,0.0571,21.1489,1
2715,21,,,,,,0
2989,21,41.479086,15.4,13.2099,0.095,35.1768,1
3217,21,16.491594,5.8,5.2521,0.0057,2.0943,1
3364,21,,,,,,0
3670,21,38.280682,16.7,12.1913,0.0877,32.4902,1
3861,21,,,,,,0
4029,21,33.98265,13.1,10.8225,0.0542,20.0848,1
4248,21,42.778418,13.4,13.6237,0.0879,32.556,1
22,22,,,,,,0
360,22,31.983726,13.0,10.1859,0.0477,17.6556,1
450,22,33.582928,13.0,10.6952,0.0526,19.4653,1
877,22,37.980812,12.1,12.0958,0.0626,23.1735,1
906,22,36.281444,11.5,11.5546,0.0543,20.0979,1
1245,22,35.78187,12.3,11.3955,0.0565,20.9079,1
1370,22,,,,,,0
1660,22,32.983188,13.6,10.5042,0.053,19.6429,1
1793,22,46.776266,14.3,14.8969,0.1122,41.54,1
2016,22,40.279606,15.1,12.8279,0.0878,32.5256,1
2298,22,,,,,,0
2551,22,42.978122,15.9,13.6873,0.1053,38.9918,1
2823,22,,,,,,0
2863,22,48.675338,13.2,15.5017,0.1121,41.5213,1
3186,22,44.877194,13.0,14.2921,0.0939,34.7596,1
3504,22,,,,,,0
3662,22,42.978122,14.9,13.6873,0.0987,36.5395,1
3804,22,36.98135,12.0,11.7775,0.0588,21.7883,1
4018,22,39.479848,12.6,12.5732,0.0704,26.0738,1
4355,22,32.983188,13.5,10.5042,0.0526,19.4985,1
23,23,43.47801,14.2,13.8465,0.0962,35.6374,1
303,23,40.079588,12.3,12.7642,0.0708,26.2321,1
491,23,50.974132,15.0,16.2338,0.1397,51.7453,1
709,23,42.478548,13.6,13.5282,0.088,32.5803,1
1007,23,35.981888,12.5,11.4592,0.058,21.4859,1
1249,23,49.97467,16.1,15.9155,0.1441,53.3832,1
1531,23,51.973594,13.4,16.5521,0.1298,48.0563,1
1615,23,46.576248,11.0,14.8332,0.0855,31.6813,1
1779,23,47.975746,13.2,15.2789,0.1089,40.3362,1
2103,23,46.576248,13.2,14.8332,0.1026,38.0176,1
2222,23,39.379996,14.4,12.5414,0.08,29.6479,1
2424,23,39.280144,13.3,12.5096,0.0736,27.2443,1
2808,23,45.476934,13.5,14.4831,0.1001,37.0677,1
3034,23,39.580014,11.5,12.6051,0.0646,23.9181,1
3103,23,39.179978,13.5,12.4777,0.0743,27.5134,1
3337,23,44.977046,14.9,14.3239,0.108,40.0175,1
3598,23,42.778418,14.3,13.6237,0.0938,34.7426,1
3801,23,38.580552,10.8,12.2868,0.0576,21.3421,1
4080,23,44.37762,14.5,14.133,0.1024,37.9117,1
4215,23,37.081202,11.3,11.8093,0.0557,20.6284,1
24,24,35.981888,14.3,11.4592,0.0664,24.5799,1
370,24,56.47133,14.8,17.9845,0.1692,62.661,1
541,24,43.47801,14.0,13.8465,0.0949,35.1354,1
704,24,44.977046,14.2,14.3239,0.103,38.1375,1
901,24,44.477472,15.5,14.1648,0.1099,40.709,1
1128,24,35.981888,13.3,11.4592,0.0617,22.861,1
1500,24,,,,,,0
1543,24,47.975746,12.1,15.2789,0.0998,36.9749,1
1896,24,24.987178,9.5,7.9577,0.0213,7.8749,1
2114,24,40.979198,14.9,13.0507,0.0897,33.2195,1
2303,24,,,,,,0
2466,24,36.98135,14.0,11.7775,0.0686,25.4197,1
2748,24,,,,,,0
3062,24,,,,,,0
3221,24,41.67879,14.9,13.2735,0.0928,34.3635,1
3369,24,44.777342,13.2,14.2603,0.0949,35.1373,1
3725,24,38.980274,13.4,12.4141,0.073,27.0317,1
3896,24,48.47532,17.4,15.438,0.1466,54.284,1
4022,24,37.381072,12.3,11.9048,0.0616,22.8185,1
4320,24,41.778956,16.8,13.3054,0.1051,38.9315,1
25,25,41.37892,15.5,13.178,0.0951,35.2348,1
339,25,42.978122,14.0,13.6873,0.0927,34.3324,1
477,25,38.480386,12.9,12.2549,0.0685,25.36,1
861,25,37.480924,13.0,11.9366,0.0655,24.2463,1
885,25,36.98135,11.2,11.7775,0.0549,20.3358,1
1200,25,,,,,,0
1522,25,38.980274,14.0,12.4141,0.0763,28.242,1
1678,25,41.578938,11.7,13.2417,0.0725,26.8541,1
1940,25,,,,,,0
2034,25,,,,,,0
2310,25,41.479086,14.8,13.2099,0.0913,33.8062,1
2514,25,,,,,,0
2766,25,,,,,,0
2881,25,,,,,,0
3122,25,47.975746,15.7,15.2789,0.1295,47.9757,1
3400,25,27.386138,10.6,8.7217,0.0285,10.5547,1
3629,25,39.280144,9.7,12.5096,0.0536,19.8699,1
3938,25,43.47801,12.9,13.8465,0.0874,32.3748,1
4139,25,43.977584,17.2,14.0056,0.1192,44.1644,1
4337,25,46.676414,15.2,14.8651,0.1187,43.9659,1
26,26,39.779718,15.0,12.6687,0.0851,31.5135,1
237,26,57.470792,13.9,18.3028,0.1646,60.9522,1
475,26,35.482,13.1,11.3,0.0591,21.8961,1
765,26,,,,,,0
1035,26,37.381072,12.6,11.9048,0.0631,23.3751,1
1175,26,,,,,,0
1428,26,,,,,,0
1619,26,,,,,,0
1938,26,,,,,,0
2175,26,,,,,,0
2338,26,43.47801,14.3,13.8465,0.0969,35.8883,1
2573,26,43.977584,14.6,14.0056,0.1012,37.4884,1
2809,26,38.380534,10.3,12.2231,0.0544,20.1437,1
2986,26,44.477472,15.5,14.1648,0.1099,40.709,1
3225,26,40.979198,16.3,13.0507,0.0981,36.3408,1
3368,26,39.979736,10.3,12.7324,0.059,21.8573,1
3524,26,38.980274,11.6,12.4141,0.0632,23.4006,1
3807,26,,,,,,0
4171,26,41.179216,15.0,13.1144,0.0912,33.7695,1
4250,26,41.578938,15.6,13.2417,0.0967,35.8055,1
27,27,35.881722,12.9,11.4273,0.0595,22.0505,1
244,27,30.48469,13.0,9.7085,0.0433,16.0392,1
510,27,,,,,,0
812,27,30.984264,12.2,9.8676,0.042,15.5497,1
994,27,49.97467,14.0,15.9155,0.1253,46.4202,1
1313,27,,,,,,0
1351,27,,,,,,0
1661,27,31.983726,14.0,10.1859,0.0513,19.0137,1
1935,27,,,,,,0
2079,27,,,,,,0
2368,27,,,,,,0
2634,27,45.476934,13.9,14.4831,0.103,38.166,1
2742,27,,,,,,0
3046,27,,,,,,0
3293,27,27.586156,10.6,8.7854,0.0289,10.7093,1
3432,27,37.980812,14.6,12.0958,0.0755,27.9614,1
3577,27,38.980274,14.7,12.4141,0.0801,29.6541,1
3925,27,31.584004,12.0,10.0586,0.0429,15.8926,1
4131,27,31.983726,13.3,10.1859,0.0488,18.063,1
4183,27,33.183206,13.1,10.5679,0.0517,19.1508,1
28,28,,,,,,0
323,28,,,,,,0
522,28,,,,,,0
835,28,,,,,,0
992,28,33.483076,11.8,10.6634,0.0474,17.5635,1
1167,28,,,,,,0
1456,28,,,,,,0
1728,28,,,,,,0
1828,28,,,,,,0
2148,28,,,,,,0
2286,28,,,,,,0
2499,28,,,,,,0
2856,28,36.98135,12.0,11.7775,0.0588,21.7883,1
2872,28,,,,,,0
3108,28,,,,,,0
3412,28,27.985878,11.2,8.9127,0.0314,11.6459,1
3653,28,23.987716,11.8,7.6394,0.0243,9.0145,1
3946,28,30.48469,12.0,9.7085,0.04,14.8054,1
4141,28,29.58508,14.8,9.422,0.0464,17.1982,1
4338,28,42.87827,16.1,13.6555,0.1061,39.2988,1
29,29,,,,,,0
227,29,,,,,,0
519,29,,,,,,0
725,29,,,,,,0
936,29,,,,,,0
1129,29,37.980812,13.9,12.0958,0.0719,26.6208,1
1381,29,,,,,,0
1737,29,,,,,,0
1954,29,,,,,,0
2196,29,38.080664,13.0,12.1276,0.0676,25.0283,1
2307,29,33.98265,11.6,10.8225,0.048,17.785,1
2615,29,,,,,,0
2852,29,,,,,,0
2922,29,,,,,,0
3113,29,36.98135,12.1,11.7775,0.0593,21.9699,1
3371,29,,,,,,0
3590,29,,,,,,0
3747,29,,,,,,0
4064,29,31.484152,12.2,10.0268,0.0433,16.0554,1
4302,29,,,,,,0
30,30,,,,,,0
308,30,,,,,,0
496,30,,,,,,0
722,30,,,,,,0
1064,30,,,,,,0
1173,30,,,,,,0
1371,30,,,,,,0
1599,30,,,,,,0
1809,30,,,,,,0
2157,30,,,,,,0
2273,30,,,,,,0
2443,30,,,,,,0
2694,30,,,,,,0
2868,30,,,,,,0
3179,30,,,,,,0
3391,30,,,,,,0
3631,30,35.78187,12.2,11.3955,0.056,20.7379,1
3895,30,23.488142,9.2,7.4803,0.0182,6.7385,1
4161,30,,,,,,0
4311,30,39.080126,14.9,12.4459,0.0816,30.2119,1
31,31,36.68148,11.9,11.682,0.0574,21.2578,1
408,31,,,,,,0
502,31,34.982112,13.0,11.1408,0.057,21.1212,1
750,31,,,,,,0
1065,31,,,,,,0
1278,31,31.584004,12.7,10.0586,0.0454,16.8196,1
1406,31,39.979736,12.6,12.7324,0.0722,26.738,1
1648,31,,,,,,0
1859,31,,,,,,0
2133,31,,,,,,0
2364,31,34.782408,11.8,11.0772,0.0512,18.9531,1
2434,31,,,,,,0
2696,31,42.978122,12.2,13.6873,0.0808,29.9182,1
2904,31,39.479848,11.7,12.5732,0.0654,24.2113,1
3266,31,,,,,,0
3393,31,42.978122,13.6,13.6873,0.09,33.3514,1
3702,31,,,,,,0
3794,31,,,,,,0
4113,31,40.179754,15.5,12.7961,0.0897,33.2218,1
4327,31,37.680942,14.2,12.0003,0.0723,26.7676,1
32,32,,,,,,0
246,32,,,,,,0
533,32,,,,,,0
785,32,,,,,,0
886,32,,,,,,0
1108,32,39.979736,13.7,12.7324,0.0785,29.0723,1
1349,32,32.983188,13.6,10.5042,0.053,19.6429,1
1677,32,,,,,,0
1851,32,,,,,,0
2106,32,,,,,,0
2235,32,,,,,,0
2631,32,,,,,,0
2798,32,,,,,,0
2965,32,27.286286,10.3,8.6899,0.0275,10.1813,1
3282,32,,,,,,0
3349,32,,,,,,0
3655,32,40.979198,16.7,13.0507,0.1005,37.2326,1
3802,32,,,,,,0
4157,32,,,,,,0
4213,32,28.585618,12.6,9.1037,0.0369,13.6691,1
33,33,46.376544,16.7,14.7696,0.1288,47.686,1
304,33,39.479848,13.4,12.5732,0.0749,27.7292,1
600,33,31.983726,13.6,10.1859,0.0499,18.4705,1
827,33,37.980812,14.2,12.0958,0.0734,27.1953,1
1014,33,33.98265,10.9,10.8225,0.0451,16.7118,1
1102,33,,,,,,0
1343,33,,,,,,0
1723,33,,,,,,0
1944,33,,,,,,0
2183,33,,,,,,0
2205,33,,,,,,0
2628,33,38.580552,12.7,12.2868,0.0678,25.0967,1
2737,33,38.980274,11.8,12.4141,0.0643,23.804,1
2917,33,,,,,,0
3289,33,,,,,,0
3321,33,40.579476,14.0,12.9234,0.0826,30.6069,1
3733,33,,,,,,0
3945,33,33.483076,13.2,10.6634,0.053,19.6473,1
4143,33,40.979198,13.6,13.0507,0.0819,30.3211,1
4189,33,,,,,,0
34,34,40.979198,14.1,13.0507,0.0849,31.4359,1
302,34,,,,,,0
660,34,,,,,,0
869,34,,,,,,0
930,34,46.676414,15.5,14.8651,0.1211,44.8337,1
1138,34,36.98135,13.6,11.7775,0.0667,24.6934,1
1461,34,36.481462,13.4,11.6183,0.0639,23.6771,1
1712,34,,,,,,0
1913,34,38.980274,13.4,12.4141,0.073,27.0317,1
2097,34,35.482,12.4,11.3,0.056,20.7261,1
2337,34,35.981888,13.3,11.4592,0.0617,22.861,1
2471,34,,,,,,0
2792,34,24.687622,12.3,7.8623,0.0269,9.9526,1
3019,34,,,,,,0
3153,34,,,,,,0
